	path	cpd	path_class	lipid_core	smiles	MaxEStateIndex	MinEStateIndex	MaxAbsEStateIndex	MinAbsEStateIndex	qed	MolWt	HeavyAtomMolWt	ExactMolWt	NumValenceElectrons	NumRadicalElectrons	MaxPartialCharge	MinPartialCharge	MaxAbsPartialCharge	MinAbsPartialCharge	FpDensityMorgan1	FpDensityMorgan2	FpDensityMorgan3	BalabanJ	BertzCT	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	HallKierAlpha	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	TPSA	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9	FractionCSP3	HeavyAtomCount	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	RingCount	MolLogP	MolMR	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea
223	map00140	C05471	lipid_metabolism	Sterols [ST]	[C@@]12([H])CC[C@]3([H])CC(=O)CC[C@]3(C)[C@@]1([H])[C@@H](O)C[C@]1(C)[C@@](O)(C(CO)=O)CC[C@@]21[H]	12.370685996895187	-1.5291163023851513	12.370685996895187	0.02850544847568659	0.6951765101457498	364.4820000000002	332.22600000000006	364.2249741239999	146	0	0.1896291628878154	-0.3927849120394448	0.3927849120394448	0.1896291628878154	1.1923076923076923	1.9230769230769231	2.6153846153846154	1.697644150000789	631.8909765525325	18.905412915006305	15.90884974405466	15.90884974405466	12.170504622625403	10.23486894364124	10.23486894364124	9.988200844008166	9.988200844008166	9.170185937066014	9.170185937066014	7.764216539602503	7.764216539602503	-0.78	715692.1381653672	18.577160831595027	5.856614037835279	2.1980388104564645	154.72051415832038	15.319582184522117	17.991177721861547	5.783244946364939	0.0	0.0	0.0	9.589074368143644	0.0	0.0	0.0	13.847474399381248	67.61154439159841	18.2566337152488	6.103966387748303	24.90865655266576	11.566489892729878	0.0	0.0	34.501605123439134	76.91906458152133	6.606881964512918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.1979712404969	9.589074368143644	34.501605123439134	65.21404738278933	0.0	0.0	0.0	0.0	94.83000000000001	29.51013457900663	24.90865655266576	0.0	23.16870860788096	37.384437484230375	25.683286491704038	0.0	0.0	6.923737199690624	6.923737199690624	0.0	0.0	0.0	24.342471067757742	31.771590423542435	-2.2371063108885525	0.8000467657793142	0.0	5.023172823498852	3.5498252303102147	0.0	0.9047619047619048	26	3	5	4	0	4	0	0	0	5	3	5	2	4	0	4	4	1.8614999999999997	95.16640000000004	0	3	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	map00140	C05472	lipid_metabolism	Sterols [ST]	C[C@@]12[C@]3([H])[C@]([H])([C@@]4([H])[C@@](C[C@@H]3O)(C)[C@](C(CO)=O)(O)CC4)CC[C@]1([H])C[C@H](O)CC2	12.38038526227627	-1.515001076047703	12.38038526227627	0.03232788485764693	0.5957402223839097	366.49800000000016	332.2260000000001	366.24062418799997	148	0	0.18962916288781534	-0.3931197275502648	0.3931197275502648	0.18962916288781534	1.0769230769230769	1.8076923076923077	2.5	1.6873858214373425	592.9505111999699	18.90541291500631	16.025165318280383	16.025165318280383	12.170504622625405	10.398333487897647	10.398333487897647	10.173602465436675	10.173602465436675	9.326431504882247	9.326431504882247	7.954324758861077	7.954324758861077	-0.49	715692.1381653672	18.8539628276909	6.001758395722207	2.265728193778113	155.35322581047262	20.426109579362823	12.207932775496605	5.783244946364939	0.0	0.0	0.0	4.794537184071822	0.0	0.0	0.0	13.847474399381248	80.45318763745044	5.41499046939678	12.207932775496605	25.220646763434644	5.783244946364939	0.0	0.0	34.501605123439134	83.02303096926964	6.606881964512918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.62522007672097	4.794537184071822	34.501605123439134	65.21404738278935	0.0	0.0	0.0	0.0	97.99000000000001	29.51013457900663	25.220646763434644	0.0	23.354768949467868	24.677455338174802	38.524929737556064	0.0	0.0	6.923737199690624	6.923737199690624	0.0	0.0	0.0	12.38038526227627	41.92969310516524	-2.1446037388720915	0.6526780528173928	0.0	5.48376315214	3.6147508331398575	0.0	0.9523809523809523	26	4	5	4	0	4	0	0	0	5	4	5	2	4	0	4	4	1.6532999999999995	96.16620000000005	0	4	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225	map00140	C05476	lipid_metabolism	Sterols [ST]	[C@]12([H])[C@@H](O)C[C@]3(C)[C@H](CC[C@@]3([H])[C@]1([H])CC[C@]1([H])C[C@@H](CC[C@]21C)O)C(=O)CO	12.308626003017011	-0.3662252733521223	12.308626003017011	0.031169998748912464	0.7151066906317005	350.4990000000001	316.22700000000003	350.24570956799994	142	0	0.16129757762874944	-0.3931197275502648	0.3931197275502648	0.16129757762874944	1.04	1.8	2.52	1.650795178157304	548.0141389352455	17.98276318419594	15.65530199197005	15.65530199197005	11.808532855829327	10.306771859207883	10.306771859207883	10.03607757785754	10.03607757785754	9.110942054805646	9.110942054805646	7.999609235855696	7.999609235855696	-0.45	517709.8828815434	17.93866472771829	6.03376771833562	2.469388042522951	150.5589920582766	15.319582184522117	6.606881964512918	5.783244946364939	0.0	0.0	0.0	4.794537184071822	0.0	0.0	0.0	13.847474399381248	85.86817810684722	5.917906046161393	12.207932775496605	20.11411936859394	5.783244946364939	0.0	0.0	40.41951116960052	77.42198015828593	6.606881964512918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.917641870896574	4.794537184071822	40.41951116960052	65.21404738278933	0.0	0.0	0.0	0.0	77.76	0.0	20.11411936859394	0.0	41.345946671329415	30.09244580757158	44.94575136048208	0.0	0.0	0.0	13.847474399381248	0.0	0.0	0.0	12.308626003017011	30.720396761627818	-0.02803425768455492	1.688415014268639	0.0	7.122314844421852	4.18828163434923	0.0	0.9523809523809523	25	3	4	4	0	4	0	0	0	4	3	4	2	4	0	4	4	2.5384000000000007	94.70640000000006	0	3	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226	map00140	C05479	lipid_metabolism	Sterols [ST]	C1C[C@]2(C)[C@@H](C(=O)C)CC[C@@]2([H])[C@]2([H])CC[C@]3([H])CC(CC[C@]3(C)[C@]21[H])=O	12.155833389185435	0.26456636589821125	12.155833389185435	0.26456636589821125	0.6958616348524285	316.485	284.229	316.240230264	128	0	0.13296018079654545	-0.29970568227974115	0.29970568227974115	0.13296018079654545	0.9565217391304348	1.6956521739130435	2.4347826086956523	1.626635859614304	537.9596591801886	16.405412915006313	15.067208957554787	15.067208957554787	10.859844450845582	9.88199393526087	9.88199393526087	9.684812634581249	9.684812634581249	8.972563818399806	8.972563818399806	7.713112785229252	7.713112785229252	-0.66	209150.76906015543	15.843779070310706	5.166011488853452	2.1213865513476917	140.33781290173235	0.0	11.566489892729878	0.0	0.0	0.0	0.0	9.589074368143644	0.0	0.0	0.0	13.847474399381248	86.37109368361183	18.75954929201341	0.0	9.589074368143644	11.566489892729878	0.0	0.0	40.41951116960052	78.55860620540598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.566489892729878	9.589074368143644	40.41951116960052	78.55860620540598	0.0	0.0	0.0	0.0	34.14	0.0	9.589074368143644	0.0	5.41499046939678	28.817292454449447	43.43700463018821	32.10410811463005	0.0	6.923737199690624	13.847474399381248	0.0	0.0	0.0	24.090104921374987	0.0	0.6598708349080374	4.252970677819388	0.0	10.258840466742253	6.738213099155334	0.0	0.9047619047619048	23	0	2	4	0	4	0	0	0	2	0	2	1	4	0	4	4	4.803400000000004	90.90500000000006	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227	map00140	C05480	lipid_metabolism	Sterols [ST]	C1C[C@@H](O)C[C@@]2([H])CC[C@]3([H])[C@@]([H])([C@]21C)CC[C@]1(C)[C@@]([H])(C(=O)C)CC[C@]13[H]	12.165532654566519	-0.04902292233213057	12.165532654566519	0.04902292233213057	0.7672110598231308	318.5010000000001	284.229	318.255880328	130	0	0.1329601807965454	-0.3931197276586114	0.3931197276586114	0.1329601807965454	0.9130434782608695	1.608695652173913	2.347826086956522	1.6149041040620895	500.07003778062796	16.405412915006313	15.183524531780506	15.183524531780506	10.859844450845582	10.045458479517277	10.045458479517277	9.87021425600976	9.87021425600976	9.12880938621605	9.12880938621605	7.90322100448782	7.90322100448782	-0.37	209150.76906015543	16.117600261167315	5.31180536946017	2.1943847839781445	140.9705245538846	5.106527394840706	5.783244946364939	0.0	0.0	0.0	0.0	4.794537184071822	0.0	0.0	0.0	13.847474399381248	99.21273692946384	5.917906046161393	6.103966387748303	9.901064578912528	5.783244946364939	0.0	0.0	40.419511169600526	84.66257259315427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.993738728953947	4.794537184071822	40.419511169600526	78.55860620540597	0.0	0.0	0.0	0.0	37.3	0.0	9.901064578912528	0.0	11.518956857145081	17.11614146192311	42.93408905342359	38.524929737556064	0.0	6.923737199690624	13.847474399381248	0.0	0.0	0.0	12.165532654566519	10.10813827371322	0.7382581805870497	3.967646558738279	0.0	10.88395229707662	6.803138701984977	0.0	0.9523809523809523	23	1	2	4	0	4	0	0	0	2	1	2	1	4	0	4	4	4.595200000000005	91.90480000000007	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
228	map00140	C05481	lipid_metabolism	Sterols [ST]	C[C@@]12CC(=O)[C@@H]3[C@H](CC[C@H]4C[C@@H](O)CC[C@]43C)[C@H]1CC[C@@]2(O)[C@H](O)CO	13.39894746787604	-1.381389964936592	13.39894746787604	0.014300359032501708	0.5957402223839097	366.4980000000001	332.22600000000006	366.2406241879999	148	0	0.13698510569379077	-0.3935683961996365	0.3935683961996365	0.13698510569379077	1.1538461538461537	1.8846153846153846	2.576923076923077	1.6888727475561895	592.9505111999699	18.90541291500631	16.025165318280383	16.025165318280383	12.170504622625403	10.392350423753939	10.392350423753939	10.178170497853936	10.178170497853936	9.26574411351896	9.26574411351896	7.7852283677248675	7.7852283677248675	-0.48999999999999994	715692.1381653672	18.8539628276909	6.001758395722207	2.265728193778113	155.3532258104726	20.426109579362823	11.887211334113243	0.0	0.0	0.0	0.0	4.794537184071822	0.0	0.0	0.0	13.847474399381248	68.11445996836302	17.75371813848418	18.31189916324491	25.220646763434644	5.783244946364939	0.0	0.0	34.501605123439134	83.02303096926963	6.606881964512918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.625220076720964	4.794537184071822	34.501605123439134	65.21404738278933	0.0	0.0	0.0	0.0	97.99000000000001	23.72688963264169	25.220646763434644	0.0	41.476741564920204	12.338727669087403	38.524929737556064	0.0	0.0	6.923737199690624	6.923737199690624	0.0	0.0	0.0	13.39894746787604	41.15808063033013	-2.0881019437095825	1.102832997396489	0.0	4.608658980701503	3.7362485340720824	0.0	0.9523809523809523	26	4	5	4	0	4	0	0	0	5	4	5	2	4	0	4	4	1.6532999999999995	96.16620000000005	0	4	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
229	map00140	C05482	lipid_metabolism	Sterols [ST]	C[C@@]12C[C@@H](O)[C@@H]3[C@H](CC[C@H]4C[C@@H](O)CC[C@]43C)[C@H]1CC[C@@]2(O)[C@H](O)CO	11.299458380574452	-1.3205566316032584	11.299458380574452	0.05475560594608209	0.507778918228907	368.5140000000001	332.22600000000006	368.2562742519999	150	0	0.10620689550792393	-0.39356839802141763	0.39356839802141763	0.10620689550792393	1.0384615384615385	1.7692307692307692	2.4615384615384617	1.6765695570219428	554.5195263881089	18.90541291500631	16.141480892506102	16.141480892506102	12.170504622625403	10.545778266878278	10.545778266878278	10.35466527222516	10.35466527222516	9.509244920734849	9.509244920734849	8.097269116928794	8.097269116928794	-0.2	715692.1381653672	19.13101851851852	6.148225696328847	2.334446322907862	155.98593746262483	25.532636974203527	6.103966387748303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.847474399381248	80.45318763745044	5.41499046939678	24.415865550993214	25.532636974203527	0.0	0.0	0.0	34.501605123439134	89.12699735701793	6.606881964512918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.05246891294503	0.0	34.501605123439134	65.21404738278933	0.0	0.0	0.0	0.0	101.15	29.83085602038999	25.532636974203527	0.0	23.354768949467868	24.677455338174806	38.524929737556064	0.0	0.0	6.923737199690624	6.923737199690624	0.0	0.0	0.0	0.0	52.52935425088947	-1.828194536302175	1.2936620790291422	0.0	4.700928916453583	3.8875826232633135	0.0	1.0	26	5	5	4	0	4	0	0	0	5	5	5	2	4	0	4	4	1.4450999999999998	97.16600000000005	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	map00140	C05485	lipid_metabolism	Sterols [ST]	C1C[C@H](O)CC2=CC[C@]3([H])[C@@]([H])([C@]21C)CC[C@]1([C@]3(CC[C@@H]1C(=O)CO)[H])C	12.271660483784629	-0.29094589462532294	12.271660483784629	0.06712128998880496	0.7611702578214693	332.48400000000004	300.228	332.23514488399996	134	0	0.1612958649740479	-0.3927966848471336	0.3927966848471336	0.1612958649740479	1.1666666666666667	1.9583333333333333	2.7083333333333335	1.639777168294993	567.4311656142627	17.112519696192862	15.130738127280464	15.130738127280464	11.397849253306367	9.9105447362568	9.9105447362568	9.454851891862939	9.454851891862939	8.622410576965036	8.622410576965036	7.2808340751044005	7.2808340751044005	-0.6700000000000002	366562.23336098995	16.779942439362273	5.669880387016863	2.1980959024271365	145.07515527389634	10.213054789681411	6.606881964512918	5.783244946364939	0.0	0.0	0.0	4.794537184071822	0.0	0.0	0.0	25.496599036284397	79.95027206068582	5.917906046161393	6.103966387748303	15.007591973753234	5.783244946364939	0.0	0.0	34.501605123439134	71.31801377053763	6.606881964512918	11.64912463690315	0.0	0.0	0.0	0.0	0.0	0.0	28.70714808830757	4.794537184071822	34.501605123439134	65.21404738278933	11.64912463690315	0.0	0.0	0.0	57.53	0.0	15.007591973753234	0.0	35.24198028358111	17.75371813848418	44.94575136048208	11.993926152995277	0.0	0.0	19.92349450621513	0.0	0.0	0.0	12.271660483784629	19.44061564547766	1.867090353888469	2.1581629566554703	0.0	10.788721527465439	4.4737490327283345	0.0	0.8571428571428571	24	2	3	4	0	4	0	0	0	3	2	3	2	3	0	3	4	3.487700000000002	93.29260000000005	0	2	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231	map00140	C05487	lipid_metabolism	Sterols [ST]	[C@@H]1(O)CC2[C@@](C)([C@@]3([H])CC[C@]4(C)[C@@](O)(C(=O)CO)CC[C@@]4([H])[C@]3([H])CC=2)CC1	12.343419743043885	-1.3561093526916936	12.343419743043885	0.17179547745023926	0.6704813547531191	348.4830000000001	316.2270000000001	348.230059504	140	0	0.189627361164539	-0.3927966848471336	0.3927966848471336	0.189627361164539	1.16	1.88	2.6	1.6758895998156556	613.0173070497133	18.03516942700323	15.500601453590798	15.500601453590798	11.759821020102445	10.002106364946563	10.002106364946563	9.592376779442073	9.592376779442073	8.834351517326025	8.834351517326025	7.246536669118861	7.246536669118861	-0.7100000000000001	505763.7534560799	17.69128669700102	5.641375188604474	2.198769422433477	149.86938902609236	15.319582184522117	12.207932775496605	5.783244946364939	0.0	0.0	0.0	4.794537184071822	0.0	0.0	0.0	25.496599036284394	74.53528159128905	5.41499046939678	6.103966387748303	20.11411936859394	5.783244946364939	0.0	0.0	28.583699077277736	76.91906458152133	6.606881964512918	11.64912463690315	0.0	0.0	0.0	0.0	0.0	0.0	39.41472629413196	4.794537184071822	28.583699077277736	65.21404738278935	11.64912463690315	0.0	0.0	0.0	77.76	23.406168191258324	20.11411936859394	0.0	11.518956857145081	24.174539761410188	44.94575136048208	5.573104530069267	0.0	0.0	19.92349450621513	0.0	0.0	0.0	12.343419743043885	30.62449957404909	-0.15659505700428222	1.038083591576106	0.0	9.16704058348291	3.900218231518962	0.0	0.8571428571428571	25	3	4	4	0	4	0	0	0	4	3	4	2	3	0	3	4	2.6026000000000007	94.75240000000005	0	3	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232	map00140	C05488	lipid_metabolism	Sterols [ST]	[C@]12(CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@](C(=O)CO)(O)CC[C@@]21[H])[H]	12.336532977662802	-1.3641481901402535	12.336532977662802	0.11096214411690619	0.806162175894599	346.4670000000001	316.22700000000003	346.21440943999994	138	0	0.1896273595136319	-0.3884641032467771	0.3884641032467771	0.1896273595136319	1.12	1.84	2.56	1.6812596629712613	652.2814901364658	18.03516942700323	15.384285879365077	15.384285879365077	11.759821020102445	9.865515274227832	9.865515274227832	9.405253132342272	9.405253132342272	8.71846280162845	8.71846280162845	7.164148903568847	7.164148903568847	-1.0000000000000002	505763.7534560799	17.415637860082306	5.497283950617284	2.130434782608696	149.23667737394013	10.213054789681411	12.207932775496605	11.566489892729878	0.0	0.0	0.0	9.589074368143644	0.0	0.0	0.0	19.420578929450514	74.19048007519692	11.83581209232279	0.0	19.802129157825057	11.566489892729878	0.0	0.0	28.583699077277743	70.81509819377301	6.606881964512918	11.64912463690315	0.0	0.0	0.0	0.0	0.0	0.0	33.98747745790789	9.589074368143644	28.583699077277743	65.21404738278933	11.64912463690315	0.0	0.0	0.0	74.60000000000001	23.406168191258324	19.802129157825057	0.0	11.198235415761719	30.5953613843362	38.524929737556064	5.573104530069267	0.0	6.076020106833881	13.847474399381248	0.0	0.0	0.0	24.21290279909225	20.539131157619963	-0.33276235880154426	1.2637059578512049	0.0	8.72284092665992	3.8441815175782086	0.0	0.8095238095238095	25	2	4	4	0	4	0	0	0	4	2	4	2	3	0	3	4	2.810800000000002	93.75260000000004	0	2	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
233	map00140	C05489	lipid_metabolism	Sterols [ST]	C1C=C2[C@@](C)([C@@]3([H])[C@@H](O)C[C@@]4(C)[C@@]([H])(CC[C@@]4(C(CO)=O)O)[C@]13[H])CC[C@H](O)C2	12.368457535938822	-1.5356926860250275	12.368457535938822	0.10656100403124191	0.5577965657794928	364.4820000000001	332.2260000000001	364.22497412399997	146	0	0.18962916455985263	-0.39279668473666857	0.39279668473666857	0.18962916455985263	1.2307692307692308	1.9615384615384615	2.6538461538461537	1.7284715218749154	644.3126948065903	18.90541291500631	15.818058537093835	15.818058537093835	12.170504622625405	10.093638588027057	10.093638588027057	9.74446378557884	9.74446378557884	8.769155298943078	8.769155298943078	7.3673760940822275	7.3673760940822275	-0.75	715692.1381653672	18.605783538256716	5.87156714537667	2.2049933549646195	154.66362277828836	20.426109579362823	12.207932775496605	5.783244946364939	0.0	0.0	0.0	4.794537184071822	0.0	0.0	0.0	25.496599036284397	68.11445996836304	5.41499046939678	12.207932775496605	25.220646763434644	5.783244946364939	0.0	0.0	28.583699077277736	76.60220934634361	6.606881964512918	11.64912463690315	0.0	0.0	0.0	0.0	0.0	0.0	50.62522007672097	4.794537184071822	28.583699077277736	58.79322575986333	11.64912463690315	0.0	0.0	0.0	97.99000000000001	29.51013457900663	25.220646763434644	0.0	29.27267499562926	19.26246486877803	25.683286491704038	5.573104530069267	0.0	6.923737199690624	12.999757306524504	0.0	0.0	0.0	12.368457535938822	41.83671896180419	-1.0558080199672457	-0.0018701121275974675	0.0	6.088657174563784	3.5138444597880474	0.0	0.8571428571428571	26	4	5	4	0	4	0	0	0	5	4	5	2	3	0	3	4	1.5733999999999997	96.14220000000003	0	4	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
234	map00140	C05498	lipid_metabolism	Sterols [ST]	C1CC2[C@@](C)([C@@]3([H])[C@@H](O)C[C@@]4([C@H](CC[C@@]4([H])[C@]13[H])C(=O)C)C)CCC(=O)C=2	12.171755955742924	-0.3489795918367349	12.171755955742924	0.02194090136054405	0.7974869874244622	330.4680000000001	300.228	330.21949481999997	132	0	0.15519731772699924	-0.3927746595647052	0.3927746595647052	0.15519731772699924	1.2083333333333333	1.9583333333333333	2.6666666666666665	1.7233351689464655	620.5733968704452	17.27565640300939	15.177559259871275	15.177559259871275	11.27052805336854	9.69570471200845	9.69570471200845	9.4060389351889	9.4060389351889	8.38400239043053	8.38400239043053	7.354963122596157	7.354963122596157	-0.9600000000000001	295301.0543679435	16.50531036972541	5.266941999143184	2.060338241128963	144.44244362174408	5.106527394840706	5.783244946364939	5.783244946364939	0.0	0.0	0.0	9.589074368143644	0.0	0.0	0.0	19.420578929450514	80.10838612135831	12.338727669087403	6.103966387748303	14.69560176298435	11.566489892729878	0.0	0.0	34.50160512343913	71.82092934730225	0.0	11.64912463690315	0.0	0.0	0.0	0.0	0.0	0.0	22.776983675318885	9.589074368143644	34.50160512343913	65.71696295955394	11.64912463690315	0.0	0.0	0.0	54.37	0.0	14.69560176298435	0.0	34.55300436522959	24.039878661613734	38.524929737556064	5.573104530069267	6.923737199690624	6.076020106833881	13.847474399381248	0.0	0.0	0.0	24.048664959587803	11.162784863945578	1.2260722290459398	1.9902859388003233	0.0	7.96883275069287	6.270025924594152	0.0	0.8095238095238095	24	1	3	4	0	4	0	0	0	3	1	3	1	3	0	3	4	3.694300000000003	92.27080000000005	0	1	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
